Organization,Specialty,FY11,FY12,FY13,FY14,FY15,ID
(V12) (578) MC HINES IL,20 DERMATOLOGY,0.1875,-,-,-,0.2143,
(V12) (578) MC HINES IL,21 GEN INTERNAL MED,0.0379,0.0359,0.0388,-,0.0531,
(V12) (578) MC HINES IL,25 GASTROENTEROLOGY,-,-,0.12,0.1062,0.0984,
(V12) (578) MC HINES IL,26 PULMONARY DISEASES,-,-,0.169,0.1429,-,
(V12) (578) MC HINES IL,27 NEPHROLOGY,-,-,0.1176,-,0.1101,
(V12) (578) MC HINES IL,30 NEUROLOGY,0.093,0.3967,-,0.3103,-,
(V12) (578) MC HINES IL,31 PSYCHIATRY,0.0938,0.0276,0.0711,0.0956,0.2173,
(V12) (578) MC HINES IL,38 RADIOLOGY-DIAGNOSTIC,0.12,0.1081,-,-,0.142,
(V12) (578) MC HINES IL,40 GERIATRICS,-,0.0923,-,0.0992,0.0945,
(V12) (578) MC HINES IL,43 PATHOLOGY,-,0.1667,0.4138,-,-,
(V12) (578) MC HINES IL,44 PHYS MED & REHAB,-,0.1091,-,0.0612,-,
(V12) (578) MC HINES IL,45 RADIOLOGY-INTERVENT,-,-,-,-,0.1739,
(V12) (578) MC HINES IL,46 NUCLEAR MEDICINE,-,0.2727,0.75,0.5217,-,
(V12) (578) MC HINES IL,49 FAMILY PRACTICE,-,-,-,0.8571,-,
(V12) (578) MC HINES IL,54 ASSOC COS RES & DEV,1,-,-,-,-,
(V12) (578) MC HINES IL,"57 PHYS--ADMIN, OTHER",0.75,-,-,-,-,
(V12) (578) MC HINES IL,E4 CARDIOVAS/THOR SGR,-,-,-,-,0.24,
(V12) (578) MC HINES IL,E6 CARDIOLOGY NON-INTER,-,0.1538,0.129,0.1379,-,
(V12) (578) MC HINES IL,P1 PRIMARY CARE,0.1304,-,-,0.16,-,
(V12) (578) MC HINES IL,R3 HEMATOLOGY/ONCOLOGY,-,-,0.6667,0.3636,-,
(V12) (585) MC IRON MOUNTAIN MI,0602 Physician (All Specialties),0.0783,0.1508,0.1247,0.2011,0.127,
(V12) (585) MC IRON MOUNTAIN MI,02 SURGERY,-,-,-,0.5217,-,
(V12) (585) MC IRON MOUNTAIN MI,16 EMERGENCY MEDICINE,-,-,-,-,0.5714,
(V12) (585) MC IRON MOUNTAIN MI,21 GEN INTERNAL MED,0.16,0.4528,0.1622,-,0.2963,
(V12) (585) MC IRON MOUNTAIN MI,30 NEUROLOGY,0.5217,-,-,-,-,
(V12) (585) MC IRON MOUNTAIN MI,31 PSYCHIATRY,-,-,-,0.5333,-,
(V12) (585) MC IRON MOUNTAIN MI,49 FAMILY PRACTICE,-,0.1132,0.375,0.3038,-,
(V12) (585) MC IRON MOUNTAIN MI,P1 PRIMARY CARE,-,-,-,-,0.2667,
(V12) (585) MC IRON MOUNTAIN MI,R3 HEMATOLOGY/ONCOLOGY,-,-,-,1,-,
(V12) (607) MC MADISON WI,0602 Physician (All Specialties),0.0976,0.0877,0.0544,0.1193,0.1195,
(V12) (607) MC MADISON WI,01 ANESTHESIOLOGY,-,-,-,0.1412,0.1132,
(V12) (607) MC MADISON WI,02 SURGERY,-,-,-,-,0.0896,
(V12) (607) MC MADISON WI,03 GYNECOLOGY,-,-,-,-,1,
(V12) (607) MC MADISON WI,05 MEDICAL ONCOLOGY,-,-,-,-,0.2553,
(V12) (607) MC MADISON WI,12 UROLOGY,-,-,-,0.4444,-,
(V12) (607) MC MADISON WI,16 EMERGENCY MEDICINE,-,1,-,0.2553,0.8136,
(V12) (607) MC MADISON WI,18 HEMATOLOGY,-,-,1,-,-,
(V12) (607) MC MADISON WI,21 GEN INTERNAL MED,0.1376,0.0784,0.073,0.1791,0.1648,
(V12) (607) MC MADISON WI,25 GASTROENTEROLOGY,0.24,0.1967,-,-,-,
(V12) (607) MC MADISON WI,26 PULMONARY DISEASES,-,-,-,0.2,-,
(V12) (607) MC MADISON WI,27 NEPHROLOGY,0.375,-,-,0.5,-,
(V12) (607) MC MADISON WI,29 ENDOCRIN AND METAB,0.3871,-,-,0.3636,0.4444,
(V12) (607) MC MADISON WI,30 NEUROLOGY,0.1062,0.1111,-,0.0938,-,
(V12) (607) MC MADISON WI,31 PSYCHIATRY,0.1782,0.1224,0.1756,0.1206,0.284,
(V12) (607) MC MADISON WI,32 ANATOMIC PATHOLOGY,-,-,-,0.3243,-,
(V12) (607) MC MADISON WI,34 ADV GERIATRIC FELLOW,1,-,-,1,-,
(V12) (607) MC MADISON WI,40 GERIATRICS,-,-,0.16,-,0.1538,
(V12) (607) MC MADISON WI,43 PATHOLOGY,-,0.5714,-,-,-,
(V12) (607) MC MADISON WI,54 ASSOC COS RES & DEV,-,-,1,-,-,
(V12) (607) MC MADISON WI,E6 CARDIOLOGY NON-INTER,0.1481,0.1429,-,0.1237,0.1304,
(V12) (607) MC MADISON WI,H9 WOMEN VETS HLTH FELW,0.4444,0.3333,-,-,0.5,
(V12) (607) MC MADISON WI,P1 PRIMARY CARE,-,1,-,-,-,
(V12) (607) MC MADISON WI,R3 HEMATOLOGY/ONCOLOGY,-,1,-,-,-,
(V12) (676) MC TOMAH WI,0602 Physician (All Specialties),0.1858,0.1159,0.0887,0.0558,0.1735,
(V12) (676) MC TOMAH WI,20 DERMATOLOGY,-,-,-,1,-,
(V12) (676) MC TOMAH WI,21 GEN INTERNAL MED,0.1805,0.1506,0.0506,0.0529,0.1283,
(V12) (676) MC TOMAH WI,31 PSYCHIATRY,0.1053,-,0.2376,-,0.192,
(V12) (676) MC TOMAH WI,44 PHYS MED & REHAB,-,-,-,-,1,
(V12) (676) MC TOMAH WI,49 FAMILY PRACTICE,1,0.75,-,-,-,
(V12) (676) MC TOMAH WI,K6 HOSPITALIST,-,-,-,-,0.5714,
(V12) (695) MC MILWAUKEE WI,0602 Physician (All Specialties),0.0889,0.1093,0.1039,0.0853,0.0919,
(V12) (695) MC MILWAUKEE WI,01 ANESTHESIOLOGY,0.1043,0.1043,0.0956,0.0531,0.2372,
(V12) (695) MC MILWAUKEE WI,02 SURGERY,-,0.0851,0.1765,-,0.2081,
(V12) (695) MC MILWAUKEE WI,06 OPHTHALMOLOGY,0.0625,0.3125,0.2474,0.2388,0.1532,
(V12) (695) MC MILWAUKEE WI,07 ORTHOPEDIC SURGERY,-,0.2105,-,-,0.1791,
(V12) (695) MC MILWAUKEE WI,08 OTOLARYNGOLOGY,-,-,0.125,0.125,0.1212,
(V12) (695) MC MILWAUKEE WI,12 UROLOGY,0.0863,0.0916,0.4103,0.1111,0.2143,
(V12) (695) MC MILWAUKEE WI,16 EMERGENCY MEDICINE,0.7333,-,-,-,-,
(V12) (695) MC MILWAUKEE WI,18 HEMATOLOGY,0.3158,0.8,-,0.5455,-,
(V12) (695) MC MILWAUKEE WI,19 INFECTIOUS DISEASES,-,-,-,0.75,-,
(V12) (695) MC MILWAUKEE WI,20 DERMATOLOGY,-,-,0.1935,-,0.1481,
(V12) (695) MC MILWAUKEE WI,21 GEN INTERNAL MED,0.084,0.0982,0.0688,0.0525,0.0511,
(V12) (695) MC MILWAUKEE WI,23 ALLERGY & IMMUNOLOGY,-,-,1,1,-,
(V12) (695) MC MILWAUKEE WI,25 GASTROENTEROLOGY,0.3913,0.0916,0.1832,0.1832,0.1752,
(V12) (695) MC MILWAUKEE WI,26 PULMONARY DISEASES,-,0.5217,-,0.32,-,
(V12) (695) MC MILWAUKEE WI,27 NEPHROLOGY,-,0.2,-,-,-,
(V12) (695) MC MILWAUKEE WI,28 RHEUMATOLOGY,-,-,-,-,0.3636,
(V12) (695) MC MILWAUKEE WI,29 ENDOCRIN AND METAB,-,-,-,0.25,0.5581,
(V12) (695) MC MILWAUKEE WI,30 NEUROLOGY,0.1935,0.3243,-,0.2202,-,
(V12) (695) MC MILWAUKEE WI,31 PSYCHIATRY,0.0331,-,0.0625,0.0323,0.0296,
(V12) (695) MC MILWAUKEE WI,32 ANATOMIC PATHOLOGY,1,-,-,-,-,
(V12) (695) MC MILWAUKEE WI,38 RADIOLOGY-DIAGNOSTIC,0.1846,-,0.15,0.1429,-,
(V12) (695) MC MILWAUKEE WI,40 GERIATRICS,0.4444,-,-,-,0.2449,
(V12) (695) MC MILWAUKEE WI,43 PATHOLOGY,-,0.2553,-,-,-,
(V12) (695) MC MILWAUKEE WI,44 PHYS MED & REHAB,0.1727,0.0845,0.0909,-,0.0851,
(V12) (695) MC MILWAUKEE WI,49 FAMILY PRACTICE,0.3529,-,-,-,-,
(V12) (695) MC MILWAUKEE WI,E4 CARDIOVAS/THOR SGR,0.3429,-,0.1121,0.1412,-,
(V12) (695) MC MILWAUKEE WI,E5 NEUROSURGERY,-,0.7742,-,-,0.4615,
(V12) (695) MC MILWAUKEE WI,H1 PSYCHIATRY FELW,-,1,-,-,-,
(V12) (695) MC MILWAUKEE WI,H9 WOMEN VETS HLTH FELW,-,-,-,1,-,
(V12) (695) MC MILWAUKEE WI,K6 HOSPITALIST,-,-,0.4444,0.169,-,
(V12) (695) MC MILWAUKEE WI,R3 HEMATOLOGY/ONCOLOGY,-,-,0.4286,-,0.48,
(V12) (695) MC MILWAUKEE WI,R4 VASCULAR SURGERY,-,-,0.2069,-,-,
V15,0602 Physician (All Specialties),0.0871,0.1168,0.0947,0.0852,0.1097,
V15,01 ANESTHESIOLOGY,0.0968,0.0992,0.092,-,0.1869,
V15,02 SURGERY,0.036,0.0638,0.1782,0.0599,0.2137,
V15,03 GYNECOLOGY,-,-,-,0.3871,-,
V15,05 MEDICAL ONCOLOGY,-,1,-,-,-,
V15,06 OPHTHALMOLOGY,0.3596,0.3243,0.2459,0.2667,0.229,
V15,07 ORTHOPEDIC SURGERY,0.2885,0.2437,0.2297,0.2152,0.2424,
V15,08 OTOLARYNGOLOGY,-,0.2727,0.48,0.1463,0.1319,
V15,09 PLASTIC SURGERY,0.25,-,-,-,-,
V15,12 UROLOGY,0.1,0.0945,0.0889,-,0.3659,
V15,13 PHYSIATRY,0.1765,0.2182,0.32,-,-,
V15,16 EMERGENCY MEDICINE,0.1273,0.146,0.1354,0.0581,0.1313,
V15,18 HEMATOLOGY,0.1446,-,-,-,-,
V15,19 INFECTIOUS DISEASES,-,0.0828,-,-,-,
V15,20 DERMATOLOGY,-,0.1121,-,-,0.1702,
V15,21 GEN INTERNAL MED,0.0364,0.1238,0.0651,0.0595,0.1158,
V15,25 GASTROENTEROLOGY,0.1698,0.1364,-,0.05,0.1254,
V15,26 PULMONARY DISEASES,-,0.1364,-,0.0836,-,
V15,27 NEPHROLOGY,-,0.0723,0.087,0.0976,-,
V15,28 RHEUMATOLOGY,-,-,-,-,0.2353,
V15,29 ENDOCRIN AND METAB,0.24,-,-,0.1935,0.1905,
V15,30 NEUROLOGY,0.1206,0.1182,0.0574,0.1494,0.1004,
V15,31 PSYCHIATRY,0.1174,0.1346,0.1174,0.0838,0.073,
V15,32 ANATOMIC PATHOLOGY,0.4286,-,0.7059,-,-,
V15,36 PREVENTIVE MEDICINE,-,-,-,0.3333,-,
V15,38 RADIOLOGY-DIAGNOSTIC,0.0837,0.082,0.0543,0.058,0.0305,
V15,39 RADIOLOGY-THERAPEU,1,-,-,-,-,
V15,40 GERIATRICS,0.3529,-,-,0.1071,0.0923,
V15,44 PHYS MED & REHAB,-,-,0.0805,-,0.1053,
V15,45 RADIOLOGY-INTERVENT,0.1667,0.3158,0.1319,0.0968,0.0811,
V15,48 RESEARCH,-,-,0.3333,-,-,
V15,49 FAMILY PRACTICE,0.0795,0.0558,0.0524,0.1057,0.0656,
V15,51 CHIEF OF STAFF,-,-,-,0.3077,-,
V15,53 ASSOC CH/STAFF--EDUC,-,1,-,-,-,
V15,"57 PHYS--ADMIN, OTHER",-,-,-,-,1,
V15,E4 CARDIOVAS/THOR SGR,-,-,0.0976,0.1017,-,
V15,E5 NEUROSURGERY,-,0.3429,-,-,-,
V15,E6 CARDIOLOGY NON-INTER,0.0594,-,0.1206,0.1659,0.1277,
V15,G9 RADIATION ONCOLOGY,-,-,-,-,0.5714,
V15,K6 HOSPITALIST,-,0.381,0.1395,0.3364,0.1468,
V15,K9 MOHS SURGERY,-,-,-,-,1,
V15,M9 CARDIOLOGY-INTERVEN,-,-,-,0.0674,0.055,
V15,P1 PRIMARY CARE,0.0663,0.1147,0.1516,0.0526,0.1159,
V15,R3 HEMATOLOGY/ONCOLOGY,0.24,0.4211,-,0.1519,0.2025,
V15,R4 VASCULAR SURGERY,-,0.1481,0.169,0.2182,-,
(V15) (589) HCS KANSAS CITY MO,0602 Physician (All Specialties),0.0591,0.0822,0.059,0.0758,0.0988,589ka
(V15) (589) HCS KANSAS CITY MO,01 ANESTHESIOLOGY,0.1655,0.0828,0.075,-,0.2682,589ka
(V15) (589) HCS KANSAS CITY MO,02 SURGERY,0.0816,0.0779,0.0714,0.0597,0.3468,589ka
(V15) (589) HCS KANSAS CITY MO,05 MEDICAL ONCOLOGY,-,1,-,-,-,589ka
(V15) (589) HCS KANSAS CITY MO,06 OPHTHALMOLOGY,0.1481,-,-,0.2,-,589ka
(V15) (589) HCS KANSAS CITY MO,07 ORTHOPEDIC SURGERY,0.1304,0.1412,-,0.1379,-,589ka
(V15) (589) HCS KANSAS CITY MO,12 UROLOGY,0.25,-,-,-,0.3692,589ka
(V15) (589) HCS KANSAS CITY MO,13 PHYSIATRY,0.6,-,0.5714,-,-,589ka
(V15) (589) HCS KANSAS CITY MO,16 EMERGENCY MEDICINE,0.1057,0.0462,0.1333,0.0486,0.1184,589ka
(V15) (589) HCS KANSAS CITY MO,20 DERMATOLOGY,-,-,-,-,0.1818,589ka
(V15) (589) HCS KANSAS CITY MO,21 GEN INTERNAL MED,0.0355,0.1095,0.0347,0.0571,0.1077,589ka
(V15) (589) HCS KANSAS CITY MO,25 GASTROENTEROLOGY,-,-,-,-,0.1875,589ka
(V15) (589) HCS KANSAS CITY MO,26 PULMONARY DISEASES,-,0.1017,-,0.1224,-,589ka
(V15) (589) HCS KANSAS CITY MO,29 ENDOCRIN AND METAB,-,-,-,0.4615,-,589ka
(V15) (589) HCS KANSAS CITY MO,30 NEUROLOGY,-,-,0.1062,0.1832,0.087,589ka
(V15) (589) HCS KANSAS CITY MO,31 PSYCHIATRY,0.0793,0.1649,0.1216,0.1024,0.0607,589ka
(V15) (589) HCS KANSAS CITY MO,38 RADIOLOGY-DIAGNOSTIC,0.0825,0.0819,0.0819,0.0449,0.0467,589ka
(V15) (589) HCS KANSAS CITY MO,40 GERIATRICS,-,-,-,0.2553,-,589ka
(V15) (589) HCS KANSAS CITY MO,44 PHYS MED & REHAB,-,-,-,-,0.1579,589ka
(V15) (589) HCS KANSAS CITY MO,45 RADIOLOGY-INTERVENT,0.3333,0.4286,-,-,0.1579,589ka
(V15) (589) HCS KANSAS CITY MO,49 FAMILY PRACTICE,0.2,0.1121,-,0.087,0.0923,589ka
(V15) (589) HCS KANSAS CITY MO,51 CHIEF OF STAFF,-,-,-,0.3871,-,589ka
(V15) (589) HCS KANSAS CITY MO,E4 CARDIOVAS/THOR SGR,-,-,0.16,0.1519,-,589ka
(V15) (589) HCS KANSAS CITY MO,E6 CARDIOLOGY NON-INTER,-,-,-,0.2202,0.2667,589ka
(V15) (589) HCS KANSAS CITY MO,K6 HOSPITALIST,-,-,0.15,0.129,-,589ka
(V15) (589) HCS KANSAS CITY MO,M9 CARDIOLOGY-INTERVEN,-,-,-,-,0.0822,589ka
(V15) (589) HCS KANSAS CITY MO,P1 PRIMARY CARE,0.0896,0.1506,0.1067,0.1586,0.1203,589ka
(V15) (589) HCS KANSAS CITY MO,R3 HEMATOLOGY/ONCOLOGY,-,-,-,0.15,0.1935,589ka
(V15) (589) HCS KANSAS CITY MO,R4 VASCULAR SURGERY,-,0.3636,0.8,-,-,589ka
(V15) (657) HCS ST LOUIS MO,0602 Physician (All Specialties),0.1197,0.1583,0.1369,0.0962,0.1224,657st
(V15) (657) HCS ST LOUIS MO,01 ANESTHESIOLOGY,-,0.1237,0.1188,-,0.0845,657st
(V15) (657) HCS ST LOUIS MO,02 SURGERY,-,0.0541,0.2542,0.06,0.1091,657st
(V15) (657) HCS ST LOUIS MO,03 GYNECOLOGY,-,-,-,1,-,657st
(V15) (657) HCS ST LOUIS MO,06 OPHTHALMOLOGY,0.4516,0.4492,0.3488,0.2909,0.303,657st
(V15) (657) HCS ST LOUIS MO,07 ORTHOPEDIC SURGERY,0.4138,0.3214,0.3902,0.2647,0.4211,657st
(V15) (657) HCS ST LOUIS MO,08 OTOLARYNGOLOGY,-,0.375,0.6316,0.1739,0.1791,657st
(V15) (657) HCS ST LOUIS MO,09 PLASTIC SURGERY,1,-,-,-,-,657st
(V15) (657) HCS ST LOUIS MO,12 UROLOGY,-,0.1519,0.1395,-,0.3636,657st
(V15) (657) HCS ST LOUIS MO,13 PHYSIATRY,-,0.2791,0.2222,-,-,657st
(V15) (657) HCS ST LOUIS MO,16 EMERGENCY MEDICINE,0.16,0.3179,0.1387,0.0723,0.1569,657st
(V15) (657) HCS ST LOUIS MO,18 HEMATOLOGY,1,-,-,-,-,657st
(V15) (657) HCS ST LOUIS MO,19 INFECTIOUS DISEASES,-,0.1237,-,-,-,657st
(V15) (657) HCS ST LOUIS MO,20 DERMATOLOGY,-,0.1739,-,-,0.16,657st
(V15) (657) HCS ST LOUIS MO,21 GEN INTERNAL MED,0.0377,0.145,0.1156,0.0641,0.136,657st
(V15) (657) HCS ST LOUIS MO,25 GASTROENTEROLOGY,0.2571,0.2474,-,0.0863,0.0755,657st
(V15) (657) HCS ST LOUIS MO,26 PULMONARY DISEASES,-,0.2069,-,-,-,657st
(V15) (657) HCS ST LOUIS MO,27 NEPHROLOGY,-,0.1463,0.1935,0.2353,-,657st
(V15) (657) HCS ST LOUIS MO,28 RHEUMATOLOGY,-,-,-,-,0.3077,657st
(V15) (657) HCS ST LOUIS MO,29 ENDOCRIN AND METAB,0.4615,-,-,-,0.375,657st
(V15) (657) HCS ST LOUIS MO,30 NEUROLOGY,0.3529,0.3582,-,0.1091,0.1188,657st
(V15) (657) HCS ST LOUIS MO,31 PSYCHIATRY,0.1618,0.0984,0.1128,0.0644,0.086,657st
(V15) (657) HCS ST LOUIS MO,32 ANATOMIC PATHOLOGY,0.75,-,1,-,-,657st
(V15) (657) HCS ST LOUIS MO,36 PREVENTIVE MEDICINE,-,-,-,0.3333,-,657st
(V15) (657) HCS ST LOUIS MO,38 RADIOLOGY-DIAGNOSTIC,0.0876,0.0896,-,0.0816,-,657st
(V15) (657) HCS ST LOUIS MO,39 RADIOLOGY-THERAPEU,1,-,-,-,-,657st
(V15) (657) HCS ST LOUIS MO,40 GERIATRICS,0.6667,-,-,-,0.15,657st
(V15) (657) HCS ST LOUIS MO,44 PHYS MED & REHAB,-,-,0.2927,-,-,657st
(V15) (657) HCS ST LOUIS MO,45 RADIOLOGY-INTERVENT,-,0.25,0.2264,0.2034,-,657st
(V15) (657) HCS ST LOUIS MO,48 RESEARCH,-,-,1,-,-,657st
(V15) (657) HCS ST LOUIS MO,49 FAMILY PRACTICE,-,-,0.1154,0.1348,-,657st
(V15) (657) HCS ST LOUIS MO,51 CHIEF OF STAFF,-,-,-,0.3529,-,657st
(V15) (657) HCS ST LOUIS MO,53 ASSOC CH/STAFF--EDUC,-,1,-,-,-,657st
(V15) (657) HCS ST LOUIS MO,"57 PHYS--ADMIN, OTHER",-,-,-,-,1,657st
(V15) (657) HCS ST LOUIS MO,E5 NEUROSURGERY,-,1,-,-,-,657st
(V15) (657) HCS ST LOUIS MO,E6 CARDIOLOGY NON-INTER,0.1121,-,0.2637,0.1111,-,657st
(V15) (657) HCS ST LOUIS MO,G9 RADIATION ONCOLOGY,-,-,-,-,0.5714,657st
(V15) (657) HCS ST LOUIS MO,K6 HOSPITALIST,-,0.6957,0.1304,0.4959,0.2526,657st
(V15) (657) HCS ST LOUIS MO,K9 MOHS SURGERY,-,-,-,-,1,657st
(V15) (657) HCS ST LOUIS MO,M9 CARDIOLOGY-INTERVEN,-,-,-,0.2105,-,657st
(V15) (657) HCS ST LOUIS MO,P1 PRIMARY CARE,0.0436,0.0845,0.1824,-,0.1135,657st
(V15) (657) HCS ST LOUIS MO,R3 HEMATOLOGY/ONCOLOGY,0.3158,0.7059,-,0.1538,0.2124,657st
(V15) (657) HCS ST LOUIS MO,R4 VASCULAR SURGERY,-,-,-,0.2791,-,657st
V16,0602 Physician (All Specialties),0.096,0.0889,0.0837,0.0969,0.0853,
V16,01 ANESTHESIOLOGY,0.1439,0.0352,0.0692,0.1412,0.0489,
V16,02 SURGERY,0.1222,0.242,0.1458,0.1107,0.1727,
V16,03 GYNECOLOGY,0.1395,-,-,-,0.1277,
V16,05 MEDICAL ONCOLOGY,-,-,-,-,0.2927,
V16,06 OPHTHALMOLOGY,0.1229,0.0675,0.0936,0.0945,0.0897,
V16,07 ORTHOPEDIC SURGERY,0.0356,0.1297,0.1583,0.1182,0.0242,
V16,08 OTOLARYNGOLOGY,0.1885,0.0686,0.1749,0.0346,0.064,
V16,09 PLASTIC SURGERY,0.3158,0.1967,-,0.1379,-,
V16,11 THORACIC SURGERY,-,-,0.4615,0.6316,-,
V16,12 UROLOGY,0.0973,0.0654,0.0978,0.2034,0.1221,
V16,13 PHYSIATRY,0.1739,0.4615,-,-,-,
V16,16 EMERGENCY MEDICINE,0.1882,0.0526,0.0417,0.0801,0.0582,
V16,18 HEMATOLOGY,0.0916,0.192,0.192,-,-,
V16,19 INFECTIOUS DISEASES,0.0465,-,0.172,-,-,
V16,20 DERMATOLOGY,0.0615,0.0571,0.0571,0.0597,0.139,
V16,21 GEN INTERNAL MED,0.0917,0.087,0.0659,0.1071,0.0869,
V16,23 ALLERGY & IMMUNOLOGY,-,0.2069,-,0.2034,0.1818,
V16,25 GASTROENTEROLOGY,0.0945,0.045,0.0876,0.0394,0.0965,
V16,26 PULMONARY DISEASES,0.0657,0.0655,-,0.1241,0.0628,
V16,27 NEPHROLOGY,0.0678,0.1455,0.0787,0.0752,0.0323,
V16,28 RHEUMATOLOGY,0.1206,0.1212,0.1182,0.2474,0.0698,
V16,29 ENDOCRIN AND METAB,-,0.0421,0.042,0.0819,-,
V16,30 NEUROLOGY,0.0467,0.0667,0.0432,0.0589,0.1384,
V16,31 PSYCHIATRY,0.1038,0.0767,0.1221,0.0973,0.0839,
V16,33 CLINICAL PATHOLOGY,-,-,-,0.2791,-,
V16,36 PREVENTIVE MEDICINE,0.5,-,-,-,-,
V16,38 RADIOLOGY-DIAGNOSTIC,0.0952,0.049,0.0462,0.0302,0.0571,
V16,39 RADIOLOGY-THERAPEU,0.6,-,-,-,-,
V16,40 GERIATRICS,0.0411,0.0725,-,0.0704,0.0581,
V16,43 PATHOLOGY,0.136,0.0332,0.0918,0.0637,0.0296,
V16,44 PHYS MED & REHAB,0.0591,0.0822,0.0266,0.2177,0.0295,
V16,45 RADIOLOGY-INTERVENT,0.1905,-,0.1429,-,-,
V16,46 NUCLEAR MEDICINE,0.375,0.1017,-,-,-,
V16,48 RESEARCH,-,-,-,-,0.8889,
V16,49 FAMILY PRACTICE,0.0987,0.1587,0.0769,0.1737,0.163,
V16,51 CHIEF OF STAFF,0.1132,0.2581,-,0.2182,-,
V16,53 ASSOC CH/STAFF--EDUC,-,-,0.4444,-,-,
V16,55 DIRECTOR,-,-,-,-,1,
V16,"57 PHYS--ADMIN, OTHER",-,0.1967,-,-,-,
V16,58 ASST CHIEF OF STAFF,-,0.2353,0.3,0.4444,-,
V16,59 ASSOC COS AMBUL CARE,0.6316,-,-,-,-,
V16,63 GENERAL PRACTICE,-,-,-,-,0.125,
V16,CA CARDIOLOGY NON-INVAS,-,-,-,-,0.2,
V16,E2 ASSOC COS GER/LTC,-,0.8571,-,-,-,
V16,E4 CARDIOVAS/THOR SGR,0.1081,0.1935,0.1062,0.3,0.0992,
V16,E5 NEUROSURGERY,-,-,0.2143,0.1017,0.2835,
V16,E6 CARDIOLOGY NON-INTER,0.0706,0.1772,0.0783,0.0244,0.0769,
V16,E7 RADIOLOGY (NUCLEAR),-,0.4,0.375,-,-,
V16,G9 RADIATION ONCOLOGY,0.6486,0.1905,-,-,-,
V16,H3 AMBULATORY CARE FELW,-,-,-,-,0.8,
V16,H7 HLTH SVCS RESCH FELW,-,-,0.5217,-,-,
V16,K6 HOSPITALIST,0.1558,0.1237,0.1925,0.1098,0.0887,
V16,K9 MOHS SURGERY,-,-,-,-,0.4615,
V16,M9 CARDIOLOGY-INTERVEN,-,-,0.0435,0.1286,-,
V16,P1 PRIMARY CARE,0.0737,0.0883,0.0896,0.1059,0.1108,
V16,P3 CHIEF MED OFCR VISN,-,-,-,-,1,
V16,R3 HEMATOLOGY/ONCOLOGY,0.0736,0.1472,-,-,0.2609,
V16,R4 VASCULAR SURGERY,-,-,-,0.1026,0.1,
(V16) (492) V16HNJACKSON MS,0602 Physician (All Specialties),-,-,-,-,0.6667,
(V16) (492) V16HNJACKSON MS,P3 CHIEF MED OFCR VISN,-,-,-,-,1,
(V16) (502) MC ALEXANDRIA LA,0602 Physician (All Specialties),0.1049,0.139,0.0936,0.2061,0.1146,
(V16) (502) MC ALEXANDRIA LA,01 ANESTHESIOLOGY,-,-,-,1,-,
(V16) (502) MC ALEXANDRIA LA,02 SURGERY,0.4211,0.4706,0.5714,-,-,
(V16) (502) MC ALEXANDRIA LA,06 OPHTHALMOLOGY,0.381,0.2927,-,0.8276,-,
(V16) (502) MC ALEXANDRIA LA,07 ORTHOPEDIC SURGERY,-,-,1,-,-,
(V16) (502) MC ALEXANDRIA LA,08 OTOLARYNGOLOGY,-,-,-,-,0.6667,
(V16) (502) MC ALEXANDRIA LA,12 UROLOGY,-,-,1,-,-,
(V16) (502) MC ALEXANDRIA LA,16 EMERGENCY MEDICINE,-,-,-,0.2264,-,
(V16) (502) MC ALEXANDRIA LA,21 GEN INTERNAL MED,0.1184,0.0873,-,0.169,0.1469,
(V16) (502) MC ALEXANDRIA LA,30 NEUROLOGY,-,-,-,-,1,
(V16) (502) MC ALEXANDRIA LA,31 PSYCHIATRY,-,0.1429,-,0.1644,-,
(V16) (502) MC ALEXANDRIA LA,33 CLINICAL PATHOLOGY,-,-,-,1,-,
(V16) (502) MC ALEXANDRIA LA,38 RADIOLOGY-DIAGNOSTIC,-,-,0.5,-,-,
(V16) (502) MC ALEXANDRIA LA,44 PHYS MED & REHAB,-,-,-,0.4444,0.6667,
(V16) (502) MC ALEXANDRIA LA,49 FAMILY PRACTICE,-,-,-,-,0.3636,
(V16) (502) MC ALEXANDRIA LA,51 CHIEF OF STAFF,-,-,-,1,-,
(V16) (502) MC ALEXANDRIA LA,E6 CARDIOLOGY NON-INTER,-,1,-,-,-,
(V16) (502) MC ALEXANDRIA LA,P1 PRIMARY CARE,-,0.4364,-,0.3636,-,
(V16) (520) MC BILOXI MS,0602 Physician (All Specialties),0.0971,0.0873,0.0396,0.0926,0.1239,
(V16) (520) MC BILOXI MS,01 ANESTHESIOLOGY,0.2857,-,-,-,-,
(V16) (520) MC BILOXI MS,02 SURGERY,-,0.2727,-,0.375,0.3529,
(V16) (520) MC BILOXI MS,05 MEDICAL ONCOLOGY,-,-,-,-,0.9231,
(V16) (520) MC BILOXI MS,06 OPHTHALMOLOGY,-,-,-,-,0.75,
(V16) (520) MC BILOXI MS,08 OTOLARYNGOLOGY,0.3333,-,0.5217,-,-,
(V16) (520) MC BILOXI MS,12 UROLOGY,-,-,-,0.4444,-,
(V16) (520) MC BILOXI MS,20 DERMATOLOGY,-,-,-,-,0.4138,
(V16) (520) MC BILOXI MS,21 GEN INTERNAL MED,0.2727,-,0.2353,-,-,
(V16) (520) MC BILOXI MS,26 PULMONARY DISEASES,-,-,-,0.5,-,
