Location 102016 Pending,"1. Total Appts
Scheduled","2. Appts
Scheduled 30
Days or Under","3. Percent
Appts
Scheduled
30 Days or
Under","4. Appts
Scheduled Over
30 Days","5. Percent
Appts
Scheduled
Over 30
Days","6. New
Enroll Appt
Req","7. EWL
Count","8. Appts
Between 0å_14
Days","9. EWL 0å_
14 Days","10. Appts
Between 15å_30
Days","11. EWL 15
å_30 days","12. Appts
Between 31å_60
Days","13. EWL 31
å_60 Days","14. Appts
Between 61å_90
Days","15. EWL 61
å_90 Days","16. Appts
Between 91å_
120 Days","17. EWL 91
å_120 Days","18. Appts
Beyond 120
Days","19. EWL
Greater
than 120
Days","20. PC
Avg
Wait
Time","21. SC
Avg
Wait
Time","22. MH
Avg
Wait
Time"
(V21) (612A4) Sacramento VAMC,"25,012","22,218",88.83%,"2,794",11.17%,0,199,"20,749",93,"1,469",14,"1,371",75,"1,091",9,257,3,75,4,10.73,11.39,2.35
(V21) (612B4) Redding,"8,741","7,969",91.17%,772,8.83%,0,60,"7,322",34,647,17,532,8,169,1,53,0,18,0,6.24,10.17,2.77
(V21) (612BY) Oakland,"5,412","4,814",88.95%,598,11.05%,0,14,"4,474",14,340,0,356,0,219,0,16,0,7,0,4.79,15.07,0.66
(V21) (612GD) Fairfield,"1,412","1,338",94.76%,74,5.24%,0,4,"1,228",2,110,0,71,2,3,0,0,0,0,0,8.5,7.19,0.36
(V21) (612GE) Mare Island,"3,643","3,529",96.87%,114,3.13%,0,0,"3,459",0,70,0,78,0,25,0,8,0,3,0,4.25,2.67,0.07
(V21) (612GF) Martinez,"11,648","10,041",86.20%,"1,607",13.80%,0,6,"8,816",1,"1,225",0,"1,022",5,532,0,44,0,9,0,6.08,14.81,1.01
(V21) (612GG) Chico,"4,456","3,619",81.22%,837,18.78%,0,0,"3,413",0,206,0,203,0,334,0,286,0,14,0,33.26,4.65,2.44
(V21) (612GH) McClellan,"10,206","9,399",92.09%,807,7.91%,0,4,"8,604",2,795,2,658,0,108,0,15,0,26,0,4.48,9.42,1.1
(V21) (612GI) Yuba City,"1,104","1,033",93.57%,71,6.43%,0,0,889,0,144,0,64,0,6,0,0,0,1,0,12.28,3.5,0.63
"(V21) (640) Palo Alto, CA","46,017","41,518",90.22%,"4,499",9.78%,26,351,"36,527",58,"4,991",43,"3,234",68,834,70,235,16,196,94,14.19,9.26,10.78
(V21) (640) Palo Alto VAMC,"19,798","18,446",93.17%,"1,352",6.83%,0,152,"16,760",34,"1,686",22,907,17,203,9,99,14,143,54,8.7,8.47,4.9
(V21) (640A0) Palo Alto-Menlo Pk,"2,920","2,590",88.70%,330,11.30%,0,11,"2,365",3,225,0,167,0,139,0,19,0,5,8,6.03,14.64,10.84
(V21) (640A4) Palo Alto VAMC-Livermore,"6,971","6,324",90.72%,647,9.28%,0,61,"5,380",2,944,2,474,14,144,9,20,2,9,32,8.75,10.27,7.68
(V21) (640BY) San Jose,"3,694","3,511",95.05%,183,4.95%,0,2,"2,917",1,594,1,170,0,6,0,5,0,2,0,8.1,8.14,7.37
(V21) (640GA) Capitola,196,177,90.31%,19,9.69%,0,1,135,0,42,1,2,0,1,0,1,0,15,0,10.98,,28
(V21) (640GB) Sonora,594,399,67.17%,195,32.83%,0,112,287,8,112,15,176,37,17,52,2,0,0,0,26.14,,3.45
(V21) (640GC) Fremont,776,742,95.62%,34,4.38%,0,1,670,1,72,0,10,0,9,0,13,0,2,0,5.16,8,13.22
(V21) (640HA) Stockton,"3,962","3,441",86.85%,521,13.15%,0,9,"2,951",8,490,1,402,0,89,0,22,0,8,0,12.53,5.22,18.23
(V21) (640HB) Modesto,"2,398","1,953",81.44%,445,18.56%,0,0,"1,700",0,253,0,251,0,138,0,48,0,8,0,25.49,6.6,15.46
(V21) (640HC) Monterey,"4,708","3,935",83.58%,773,16.42%,0,2,"3,362",1,573,1,675,0,88,0,6,0,4,0,15.33,13.61,7.56
"(V21) (654) Reno, NV","28,100","26,538",94.44%,"1,562",5.56%,26,42,"24,747",4,"1,791",3,966,4,272,1,213,5,111,25,7.34,6.29,1.41
(V21) (654) Ioannis A Lougaris VAMC,"24,301","22,939",94.40%,"1,362",5.60%,0,39,"21,432",4,"1,507",3,801,3,257,1,205,5,99,23,6.95,6.32,1.31
(V21) (654GA) Sierra Foothills,"1,205","1,183",98.17%,22,1.83%,0,2,"1,144",0,39,0,19,0,2,0,0,0,1,2,3.62,6.86,1.38
(V21) (654GB) Carson Valley,"1,141","1,035",90.71%,106,9.29%,0,1,872,0,163,0,100,1,4,0,1,0,1,0,13.5,0,3.02
(V21) (654GC) Lahontan Valley,"1,190","1,122",94.29%,68,5.71%,0,0,"1,052",0,70,0,44,0,7,0,7,0,10,0,7.21,0,1.18
(V21) (654GD) Diamond View,263,259,98.48%,4,1.52%,0,0,247,0,12,0,2,0,2,0,0,0,0,0,5.08,0,0.55
"(V21) (662) San Francisco, CA","37,552","35,218",93.78%,"2,334",6.22%,9,819,"32,192",116,"3,026",71,"1,653",108,332,104,207,85,142,333,11.36,7.67,5.17
(V21) (662) San Francisco VAMC,"26,101","24,794",94.99%,"1,307",5.01%,0,403,"23,139",45,"1,655",28,920,45,182,39,121,36,84,208,10.05,6.56,0.91
(V21) (662GA) Santa Rosa,"4,812","4,133",85.89%,679,14.11%,0,16,"3,373",3,760,2,497,5,95,2,70,2,17,2,15.09,14.49,12.82
(V21) (662GC) Eureka,"2,354","2,268",96.35%,86,3.65%,0,133,"2,066",23,202,16,60,45,13,31,10,8,3,10,6.25,5.61,7.84
(V21) (662GD) Ukiah,"1,227","1,112",90.63%,115,9.37%,0,180,923,20,189,10,83,9,30,21,2,19,0,101,13.24,2.8,13.84
(V21) (662GE) San Bruno,936,889,94.98%,47,5.02%,0,0,807,0,82,0,44,0,2,0,1,0,0,0,7.6,7.62,2.85
(V21) (662GF) San Francisco VA Clinic,695,677,97.41%,18,2.59%,0,0,627,0,50,0,15,0,2,0,0,0,1,0,5.35,7.25,3.83
(V21) (662GG) Clearlake,"1,427","1,345",94.25%,82,5.75%,0,87,"1,257",25,88,15,34,4,8,11,3,20,37,12,17.29,2.52,5.73
"(V22) (593) Las Vegas, NV","71,115","60,572",85.17%,"10,543",14.83%,114,397,"55,930",28,"4,642",187,"4,955",43,"3,364",31,"1,830",36,394,72,10.65,16.83,6.51
(V22) (593) Las Vegas VA Medical Center,"41,313","33,937",82.15%,"7,376",17.85%,0,281,"30,944",21,"2,993",176,"3,266",26,"2,356",6,"1,396",2,358,50,8.55,17.07,2.91
(V22) (593GC) Pahrump,"1,596","1,525",95.55%,71,4.45%,0,0,"1,491",0,34,0,47,0,18,0,5,0,1,0,3.12,3.69,3.49
"(V22) (593GD) Northwest Las Vegas VA
Clinic","8,177","7,481",91.49%,696,8.51%,0,53,"6,984",3,497,1,485,11,148,12,48,25,15,1,8.16,6.42,8.12
"(V22) (593GE) Southeast Las Vegas VA
Clinic","6,206","5,691",91.70%,515,8.30%,0,1,"5,418",1,273,0,234,0,132,0,141,0,8,0,8.78,6.46,6.2
"(V22) (593GF) Southwest Las Vegas VA
Clinic","7,610","6,884",90.46%,726,9.54%,0,0,"6,416",0,468,0,439,0,247,0,37,0,3,0,11.29,13.38,5.46
"(V22) (593GG) Northeast Las Vegas VA
Clinic","5,640","4,505",79.88%,"1,135",20.12%,0,1,"4,196",1,309,0,463,0,461,0,202,0,9,0,20.61,8.25,14.06
(V22) (593GH) Laughlin,573,549,95.81%,24,4.19%,0,61,481,2,68,10,21,6,2,13,1,9,0,21,5.39,,
"(V22) (600) Long Beach, CA","54,129","49,631",91.69%,"4,498",8.31%,73,83,"46,018",14,"3,613",16,"2,837",29,833,11,552,4,276,9,9.55,8.71,6.18
"(V22) (600) Long Beach VA Medical
Center","48,593","44,432",91.44%,"4,161",8.56%,0,80,"41,302",13,"3,130",16,"2,594",29,758,10,537,4,272,8,10.71,8.61,5.62
(V22) (600GA) Anaheim,"1,212","1,173",96.78%,39,3.22%,0,1,"1,060",0,113,0,28,0,7,1,2,0,2,0,7.35,0.1,5.26
(V22) (600GB) Santa Ana,"2,054","1,815",88.36%,239,11.64%,0,1,"1,586",1,229,0,160,0,67,0,11,0,1,0,9.29,15.18,10.76
(V22) (600GD) Whittier,956,924,96.65%,32,3.35%,0,0,902,0,22,0,28,0,1,0,2,0,1,0,5.35,0,4.71
(V22) (600GE) Laguna Hills,"1,122","1,101",98.13%,21,1.87%,0,1,992,0,109,0,21,0,0,0,0,0,0,1,7.07,2.25,5.64
"(V22) (605) Loma Linda, CA","89,684","81,282",90.63%,"8,402",9.37%,100,103,"75,962",12,"5,320",18,"4,278",18,"2,239",16,"1,159",10,726,29,11.89,9.04,8.86
"(V22) (605) Jerry L Pettis Memorial
Veterans Hospital","45,846","41,539",90.61%,"4,307",9.39%,0,66,"38,120",8,"3,419",12,"2,439",16,974,12,391,9,503,9,6.22,9.54,3.96
(V22) (605BZ) Loma Linda VA Clinic,"20,676","19,934",96.41%,742,3.59%,0,3,"19,132",1,802,2,516,0,145,0,68,0,13,0,3.24,6.82,3.54
(V22) (605GA) Victorville,"3,471","2,673",77.01%,798,22.99%,0,3,"2,443",0,230,0,424,0,256,0,41,1,77,2,22.05,16.23,21.49
(V22) (605GB) Murrieta,"5,037","3,248",64.48%,"1,789",35.52%,0,10,"2,931",1,317,3,524,2,648,1,577,0,40,3,44.79,19.66,11.43
(V22) (605GC) Palm Desert,"9,412","9,337",99.20%,75,0.80%,0,3,"9,181",1,156,1,39,0,17,0,2,0,17,1,2.48,1.63,0.38
(V22) (605GD) Corona,"1,621","1,340",82.67%,281,17.33%,0,4,"1,119",1,221,0,176,0,98,2,7,0,0,1,26.22,0,6.65
(V22) (605GE) Rancho Cucamonga,"3,621","3,211",88.68%,410,11.32%,0,14,"3,036",0,175,0,160,0,101,1,73,0,76,13,5.34,3.56,21.57
"(V22) (664) San Diego, CA","69,001","62,142",90.06%,"6,859",9.94%,28,115,"56,426",30,"5,716",23,"4,445",38,"1,647",8,484,6,283,10,5.48,11.18,8.26
(V22) (664) San Diego VA Medical Center,"43,402","38,626",89.00%,"4,776",11.00%,0,68,"35,234",12,"3,392",13,"3,001",22,"1,130",7,403,6,242,8,6.72,10.91,7.69
(V22) (664BU) San Diego Domiciliary,6,6,100.00%,0,0.00%,0,0,6,0,0,0,0,0,0,0,0,0,0,0,,,
(V22) (664BY) Mission Valley,"11,156","9,946",89.15%,"1,210",10.85%,0,37,"8,577",16,"1,369",10,851,9,280,0,49,0,30,2,6.42,17.55,10.98
(V22) (664GA) Imperial Valley,637,634,99.53%,3,0.47%,0,0,626,0,8,0,3,0,0,0,0,0,0,0,1.94,1.07,1.35
(V22) (664GB) Oceanside,"9,725","9,093",93.50%,632,6.50%,0,9,"8,413",2,680,0,396,7,204,0,26,0,6,0,4.28,9.83,4.26
(V22) (664GC) Chula Vista,"2,022","1,838",90.90%,184,9.10%,0,1,"1,680",0,158,0,154,0,27,1,2,0,1,0,5.73,10.71,2.75
(V22) (664GD) Escondido,"2,053","1,999",97.37%,54,2.63%,0,0,"1,890",0,109,0,40,0,6,0,4,0,4,0,1.88,3.93,7.71
(V22) (691) Greater Los Angeles HCS,"89,208","76,143",85.35%,"13,065",14.65%,35,812,"69,021",33,"7,122",37,"7,555",59,"3,745",29,"1,191",33,574,620,10.48,15.2,6.46
"(V22) (691) West Los Angeles VA Medical
Center","38,792","31,817",82.02%,"6,975",17.98%,0,624,"28,395",13,"3,422",32,"4,323",38,"1,730",21,611,16,311,503,9.77,14.01,8.35
"(V22) (691A4) Sepulveda VA Medical
Center","21,006","17,321",82.46%,"3,685",17.54%,0,187,"15,536",19,"1,785",5,"1,928",21,"1,314",8,338,17,105,117,11.15,18.98,3.27
(V22) (691GB) Santa Barbara,"2,127","2,069",97.27%,58,2.73%,0,0,"2,000",0,69,0,28,0,25,0,4,0,1,0,5.15,13.75,2.77
(V22) (691GC) Gardena,"1,166","1,118",95.88%,48,4.12%,0,1,"1,057",1,61,0,25,0,19,0,2,0,2,0,2.33,4.54,6.22
(V22) (691GD) Bakersfield,"7,810","7,300",93.47%,510,6.53%,0,0,"7,128",0,172,0,174,0,212,0,109,0,15,0,1.61,24.73,2.57
(V22) (691GE) Los Angeles,"9,828","9,331",94.94%,497,5.06%,0,0,"8,755",0,576,0,322,0,147,0,22,0,6,0,2.42,10.12,4.54
(V22) (691GF) East Los Angeles,830,820,98.80%,10,1.20%,0,0,775,0,45,0,9,0,1,0,0,0,0,0,7.07,,2.76
(V22) (691GG) Antelope Valley,971,872,89.80%,99,10.20%,0,0,726,0,146,0,73,0,6,0,11,0,9,0,20.43,4.13,1.21
(V22) (691GK) San Luis Obispo,"1,156","1,004",86.85%,152,13.15%,0,0,872,0,132,0,94,0,43,0,9,0,6,0,15.08,16.62,8.37
(V22) (691GL) Santa Maria,"3,106","2,598",83.64%,508,16.36%,0,0,"2,249",0,349,0,320,0,127,0,22,0,39,0,15.91,10.25,19.76
(V22) (691GM) Oxnard,"2,416","1,893",78.35%,523,21.65%,0,0,"1,528",0,365,0,259,0,121,0,63,0,80,0,37.15,18.21,7.4
"(V23) (437) Fargo, ND","24,115","22,176",91.96%,"1,939",8.04%,20,11,"20,740",1,"1,436",1,"1,187",5,528,4,164,0,60,0,4.81,10.1,1.93
(V23) (437) Fargo VAMC,"19,635","17,903",91.18%,"1,732",8.82%,0,11,"16,685",1,"1,218",1,"1,037",5,486,4,153,0,56,0,5.22,10.05,1.98
(V23) (437GA) Grafton,175,162,92.57%,13,7.43%,0,0,162,0,0,0,8,0,4,0,1,0,0,0,3.9,0,0.03
(V23) (437GB) Bismarck,"1,314","1,209",92.01%,105,7.99%,0,0,"1,120",0,89,0,74,0,23,0,4,0,4,0,3.15,18.05,2.29
(V23) (437GC) Fergus Falls,385,377,97.92%,8,2.08%,0,0,368,0,9,0,7,0,1,0,0,0,0,0,2.58,3,2.2
(V23) (437GD) Minot,546,538,98.53%,8,1.47%,0,0,524,0,14,0,5,0,3,0,0,0,0,0,1.71,7.1,1.58
(V23) (437GE) Bemidji,"1,097","1,046",95.35%,51,4.65%,0,0,973,0,73,0,43,0,8,0,0,0,0,0,7.28,1.75,2.29
(V23) (437GF) Williston,165,163,98.79%,2,1.21%,0,0,162,0,1,0,1,0,1,0,0,0,0,0,2.15,3.25,0.11
(V23) (437GI) Grand Forks,798,778,97.49%,20,2.51%,0,0,746,0,32,0,12,0,2,0,6,0,0,0,3.35,0.44,1.08
"(V23) (438) Sioux Falls, SD","26,511","23,773",89.67%,"2,738",10.33%,0,17,"22,135",11,"1,638",2,"1,626",1,894,1,144,2,74,0,3.57,12.35,3.15
(V23) (438) Royal C. Johnson VAMC,"21,236","18,630",87.73%,"2,606",12.27%,0,15,"17,284",10,"1,346",2,"1,509",1,886,0,141,2,70,0,3.33,12.71,3.6
(V23) (438GA) Spirit Lake,"1,001",962,96.10%,39,3.90%,0,0,899,0,63,0,38,0,1,0,0,0,0,0,5.36,7.79,2.66
(V23) (438GC) Sioux City,"2,134","2,097",98.27%,37,1.73%,0,0,"1,994",0,103,0,31,0,4,0,0,0,2,0,3.92,6.51,2.18
(V23) (438GD) Aberdeen,"1,061","1,021",96.23%,40,3.77%,0,2,957,1,64,0,36,0,2,1,0,0,2,0,2.25,10.66,1.86
(V23) (438GE) Wagner,147,140,95.24%,7,4.76%,0,0,110,0,30,0,7,0,0,0,0,0,0,0,10.68,0,12.82
(V23) (438GF) Watertown,932,923,99.03%,9,0.97%,0,0,891,0,32,0,5,0,1,0,3,0,0,0,2.09,5.43,0.57
"(V23) (568) Black Hills HCS, SD","12,849","11,365",88.45%,"1,484",11.55%,0,18,"10,399",6,966,7,"1,111",0,246,1,25,3,102,1,4.86,15.46,5.07
(V23) (568) Fort Meade VAMC,"6,803","5,791",85.12%,"1,012",14.88%,0,4,"5,162",1,629,3,757,0,184,0,4,0,67,0,6.99,14.83,4.08
(V23) (568A4) Hot Springs,"3,369","3,124",92.73%,245,7.27%,0,13,"2,897",5,227,3,160,0,37,1,13,3,35,1,6.24,15.86,2.05
(V23) (568GA) Rapid City,"1,799","1,625",90.33%,174,9.67%,0,0,"1,542",0,83,0,165,0,4,0,5,0,0,0,2.79,25.68,5.32
(V23) (568GB) Pierre,350,346,98.86%,4,1.14%,0,0,338,0,8,0,3,0,1,0,0,0,0,0,1.2,0,5.65
(V23) (568HA) Newcastle,26,23,88.46%,3,11.54%,0,0,20,0,3,0,1,0,2,0,0,0,0,0,14.53,,4
(V23) (568HB) Gordon CBOC,25,21,84.00%,4,16.00%,0,0,14,0,7,0,4,0,0,0,0,0,0,0,15.31,,8.75
(V23) (568HF) Pine Ridge,86,78,90.70%,8,9.30%,0,0,77,0,1,0,5,0,3,0,0,0,0,0,32.58,,7.43
(V23) (568HH) Scottsbluff,218,189,86.70%,29,13.30%,0,1,185,0,4,1,14,0,14,0,1,0,0,0,2.65,,23.29
(V23) (568HJ) Mission,79,79,100.00%,0,0.00%,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,,
(V23) (568HK) McLaughlin,9,7,77.78%,2,22.22%,0,0,4,0,3,0,2,0,0,0,0,0,0,0,,,19.22
(V23) (568HM) Eagle Butte,18,17,94.44%,1,5.56%,0,0,17,0,0,0,0,0,0,0,1,0,0,0,6.71,,0
(V23) (568HP) Winner,65,63,96.92%,2,3.08%,0,0,63,0,0,0,0,0,1,0,1,0,0,0,4.6,0,2.78
(V23) (568MA) IDES Ellsworth AFB,2,2,100.00%,0,0.00%,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,11,
"(V23) (618) Minneapolis, MN","76,039","71,687",94.28%,"4,352",5.72%,84,140,"66,897",25,"4,790",1,"2,374",24,"1,174",39,505,24,299,25,5.55,9.55,2.34
(V23) (618) Minneapolis VAMC,"55,463","52,098",93.93%,"3,365",6.07%,0,139,"48,575",24,"3,523",1,"1,839",24,879,39,385,24,262,25,6.1,9.34,1.43
(V23) (618BY) Twin Ports,"4,630","4,170",90.06%,460,9.94%,0,0,"3,870",0,300,0,162,0,196,0,93,0,9,0,6.9,20.45,4.04
(V23) (618GA) St. James,"1,407","1,398",99.36%,9,0.64%,0,0,"1,391",0,7,0,9,0,0,0,0,0,0,0,1.24,0,0.31
(V23) (618GB) Hibbing,"1,124","1,116",99.29%,8,0.71%,0,0,"1,080",0,36,0,8,0,0,0,0,0,0,0,2.13,1.49,4.19
(V23) (618GD) Maplewood,"1,938","1,852",95.56%,86,4.44%,0,1,"1,655",1,197,0,78,0,7,0,1,0,0,0,8.06,8.44,1.96
(V23) (618GE) Chippewa Valley,"2,340","2,279",97.39%,61,2.61%,0,0,"2,155",0,124,0,37,0,8,0,5,0,11,0,5.43,5.43,3.74
(V23) (618GG) Rochester,"1,675","1,623",96.90%,52,3.10%,0,0,"1,517",0,106,0,38,0,13,0,0,0,1,0,4.84,0,4.23
(V23) (618GH) Hayward,"1,289","1,244",96.51%,45,3.49%,0,0,"1,160",0,84,0,17,0,17,0,7,0,4,0,6.89,0,3.78
(V23) (618GI) Northwest Metro,"4,091","3,874",94.70%,217,5.30%,0,0,"3,660",0,214,0,147,0,45,0,13,0,12,0,3.23,7.25,2.52
(V23) (618GJ) Shakopee,983,956,97.25%,27,2.75%,0,0,918,0,38,0,24,0,3,0,0,0,0,0,5.11,10.92,1.38
(V23) (618GK) Albert Lea,553,548,99.10%,5,0.90%,0,0,530,0,18,0,1,0,3,0,1,0,0,0,1.92,5.62,4.12
(V23) (618QA) Fort Snelling,546,529,96.89%,17,3.11%,0,0,386,0,143,0,14,0,3,0,0,0,0,0,9.35,11.45,3.99
"(V23) (636) Central Iowa, IA","21,146","18,900",89.38%,"2,246",10.62%,10,135,"17,390",22,"1,510",8,"1,322",35,533,14,236,3,155,53,5.55,11.69,3.2
(V23) (636A6) Des Moines VAMC,"16,877","14,932",88.48%,"1,945",11.52%,0,97,"13,811",17,"1,121",6,"1,185",26,479,13,148,1,133,34,4.51,10.73,4.09
(V23) (636BU) VADOM Des Moines IA,58,58,100.00%,0,0.00%,0,0,57,0,1,0,0,0,0,0,0,0,0,0,,0,
(V23) (636GC) Mason City,"1,270","1,219",95.98%,51,4.02%,0,2,"1,070",1,149,0,45,0,2,0,2,0,2,1,6.89,9.21,2.04
(V23) (636GD) Marshalltown,544,501,92.10%,43,7.90%,0,14,454,3,47,2,13,8,4,1,12,0,14,0,4.42,27.35,0.06
(V23) (636GK) Fort Dodge,988,936,94.74%,52,5.26%,0,1,827,0,109,0,40,1,7,0,4,0,1,0,10.92,2,0.85
(V23) (636GM) Carroll,551,516,93.65%,35,6.35%,0,14,458,0,58,0,19,0,8,0,3,1,5,13,2.67,20.04,4.41
(V23) (636GR) Knoxville,858,738,86.01%,120,13.99%,0,7,713,1,25,0,20,0,33,0,67,1,0,5,1.9,27.55,0.17
"(V23) (636) Iowa City, IA","34,244","30,734",89.75%,"3,510",10.25%,7,3,"27,953",3,"2,781",0,"2,449",0,620,0,221,0,220,0,6.58,11.57,4.61
(V23) (636A8) Iowa City VAMC,"22,212","19,211",86.49%,"3,001",13.51%,0,1,"17,223",1,"1,988",0,"2,023",0,565,0,208,0,205,0,8.06,12.46,2.85
(V23) (636GF) Quad Cities,"2,025","1,938",95.70%,87,4.30%,0,0,"1,787",0,151,0,80,0,6,0,1,0,0,0,8.57,3.58,4.5
(V23) (636GG) Quincy,"1,008",983,97.52%,25,2.48%,0,2,893,2,90,0,20,0,3,0,0,0,2,0,6.66,20.77,4.1
(V23) (636GH) Waterloo,"1,798","1,758",97.78%,40,2.22%,0,0,"1,665",0,93,0,29,0,3,0,3,0,5,0,5.58,1,4.4
(V23) (636GJ) Dubuque,"1,173","1,091",93.01%,82,6.99%,0,0,"1,010",0,81,0,61,0,20,0,0,0,1,0,7.13,7.04,6.96
(V23) (636GN) Cedar Rapids,"2,136","1,989",93.12%,147,6.88%,0,0,"1,849",0,140,0,123,0,14,0,8,0,2,0,5.5,4.44,10.82
(V23) (636GS) Ottumwa,790,789,99.87%,1,0.13%,0,0,767,0,22,0,1,0,0,0,0,0,0,0,4.24,5.44,2.3
(V23) (636GT) Sterling,877,845,96.35%,32,3.65%,0,0,802,0,43,0,28,0,3,0,1,0,0,0,1.59,3.32,6.89
(V23) (636GU) Decorah,423,416,98.35%,7,1.65%,0,0,386,0,30,0,4,0,1,0,0,0,2,0,6.23,2.42,5
(V23) (636QG) Iowa City VA Mobile Clinic,143,143,100.00%,0,0.00%,0,0,143,0,0,0,0,0,0,0,0,0,0,0,,0.02,
"(V23) (636) Nebraska-W Iowa, NE","43,118","41,328",95.85%,"1,790",4.15%,15,144,"38,932",35,"2,396",5,"1,158",12,414,13,132,6,86,73,3.31,7.27,2.36
(V23) (636) Omaha VAMC,"24,732","23,351",94.42%,"1,381",5.58%,0,119,"21,594",30,"1,757",4,819,6,374,12,115,4,73,63,2.42,8.99,3.83
(V23) (636A4) Grand Island VAMC,"8,296","8,244",99.37%,52,0.63%,0,16,"8,099",2,145,1,35,5,6,1,3,2,8,5,2.16,1.95,0.58
(V23) (636A5) Lincoln,"7,006","6,786",96.86%,220,3.14%,0,0,"6,424",0,362,0,183,0,24,0,8,0,5,0,3.51,7.58,0.57
(V23) (636BW) Grand Island Domiciliary,8,8,100.00%,0,0.00%,0,0,8,0,0,0,0,0,0,0,0,0,0,0,,,0
(V23) (636BX) Omaha Domiciliary,227,227,100.00%,0,0.00%,0,1,227,0,0,0,0,0,0,0,0,0,0,1,,,
(V23) (636GA) Norfolk,811,710,87.55%,101,12.45%,0,0,657,0,53,0,91,0,8,0,2,0,0,0,15.1,1.28,1.67
(V23) (636GB) North Platte,568,567,99.82%,1,0.18%,0,7,550,2,17,0,0,1,0,0,1,0,0,4,3.3,0.75,0.19
(V23) (636GL) Bellevue,677,652,96.31%,25,3.69%,0,0,619,0,33,0,24,0,1,0,0,0,0,0,2.15,4.67,0
(V23) (636GP) Shenandoah,418,409,97.85%,9,2.15%,0,0,395,0,14,0,6,0,0,0,3,0,0,0,3.09,8.98,0.9
(V23) (636GQ) Holdrege,375,374,99.73%,1,0.27%,0,1,359,1,15,0,0,0,1,0,0,0,0,0,2.27,3.22,0.27
"(V23) (656) St. Cloud, MN","37,504","35,135",93.68%,"2,369",6.32%,3,12,"32,937",3,"2,198",2,"1,670",2,523,0,112,2,64,3,6.46,11.55,5.35
(V23) (656) St Cloud VAMC,"32,952","30,890",93.74%,"2,062",6.26%,0,9,"29,024",2,"1,866",1,"1,435",1,457,0,108,2,62,3,5.88,11.21,6.24
(V23) (6569AA) VANURS St Cloud,2,1,50.00%,1,50.00%,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,
(V23) (656GA) Brainerd,"2,467","2,349",95.22%,118,4.78%,0,0,"2,151",0,198,0,102,0,14,0,2,0,0,0,7.68,7.96,2.63
(V23) (656GB) Montevideo,659,628,95.30%,31,4.70%,0,0,586,0,42,0,30,0,0,0,0,0,1,0,8.64,2.82,0.53
(V23) (656GC) Max J. Beilke VA OPC,"1,147","1,110",96.77%,37,3.23%,0,3,"1,072",1,38,1,35,1,1,0,0,0,1,0,6.87,3,1.65
(V23) (656QA) St. Cloud VA Mobile Clinic,277,157,56.68%,120,43.32%,0,0,104,0,53,0,67,0,51,0,2,0,0,0,,29.98,
